FID,roof,road,watr,conc,Veg,dry,irr,H,W
382,0.03009396,0,0,0.00030604,0.8928,0.0768,0,2.1712,15.84
383,0.208868035,0,0,0.023131965,0.6272,0.1392,0.0016,2.25952,15.264
384,0.286983529,0,0,0.241016471,0.304,0.1632,0.0048,1.70016,18.912
385,0.058931469,0,0,0.014668531,0.768,0.1584,0,1.68544,19.008
386,0.220405343,0,0,0.00267158,0.581538462,0.163076923,0.032307692,2.335384615,14.76923077
387,0.202079188,0,0,0.242720812,0.3712,0.184,0,1.31744,21.408
388,0,0,0,0,0.8288,0.1712,0,1.104,22.8
389,0.037735548,0,0,0.011864452,0.864,0.0864,0,1.68544,19.008
390,0.138071795,0,0,0.031528205,0.6592,0.168,0.0032,1.86944,17.808
391,0,0,0,0,0.810769231,0.187692308,0.001538462,0.587384615,26.16923077
392,0.145620579,0,0,0.150379421,0.4032,0.3008,0,1.12608,22.656
393,0.431021005,0,0,0.050578995,0.4384,0.0752,0.0048,2.88512,11.184
394,0.351282474,0,0,0.005517526,0.528,0.0976,0.0176,2.81152,11.664
395,0.401797961,0,0,0.005894346,0.461538462,0.126153846,0.004615385,2.894461538,11.12307692
396,0.018223729,0,0,0.173776271,0.56,0.248,0,0.20608,28.656
397,0.212951351,0,0,0.022248649,0.4768,0.2768,0.0112,2.67232,17.136
398,0,0,0,0,0.2096,0.7904,0,0.83936,27.456
399,0,0,0,0,0.056,0.944,0,0.176,29.472
400,0.511795965,0,0,0.09281942,0.233846154,0.161538462,0,2.826153846,11.67692308
401,0.491367442,0,0,0.057432558,0.2784,0.1536,0.0192,2.8336,11.52
402,0.193368421,0,0,0.073831579,0.4384,0.272,0.0224,1.6192,19.44
403,0.116035821,0,0,0.426364179,0.2016,0.2512,0.0048,0.63296,25.872
404,0.641187629,0,0,0.082012371,0.1056,0.1712,0,6.88,9.36
405,0.796136727,0,0,0.010263273,0.1472,0.0464,0,8.688,3.936
406,0.105859791,0,0,0.247986362,0.403076924,0.243076923,0,1.661538462,25.01538462
407,0.348759494,0,0,0.044840506,0.224,0.3824,0,4.48,16.56
408,0.394435191,0,0,0.059964809,0.1824,0.3632,0,4.736,15.792
409,0,0,0.0016,0,0.6064,0.392,0,0,30
410,0,0,0,0.6272,0.1312,0.2416,0,0,30
411,0,0,0.209230769,0,0.201538462,0.589230769,0,0,30
412,0,0,0,0,0.0016,0.9984,0,0,30
413,0,0,0.0128,0,0.1152,0.872,0,0,30
414,0.007776344,0,0,0.353823656,0.4672,0.1712,0,0.128,29.616
415,0.01260125,0,0,0.045860289,0.753846154,0.187692308,0,0.938461538,27.18461538
416,0.231767462,0,0,0.321832538,0.368,0.0784,0,3.088,20.736
417,0.809358689,0,0,0.147441311,0.0384,0.0048,0,8.256,5.232
418,0.371442857,0,0,0.313357143,0.064,0.2512,0,3.888,18.336
419,0.003957692,0,0,0.544842308,0.2336,0.2176,0,0.048,29.856
420,0.006435795,0,0.013846154,0.224333436,0.31076923,0.444615385,0,0.107692308,29.67692308
421,0,0,0,0,0.4736,0.5264,0,0.624,28.128
422,0.623949507,0,0,0.044850493,0.2848,0.0464,0,7.568,7.296
423,0.61245812,0,0,0.11874188,0.0352,0.2336,0,6.272,11.184
424,0.089860465,0,0,0.078139535,0.0768,0.7552,0,1.104,26.688
425,0,0,0,0,0.032307692,0.967692308,0,0.092307692,29.72307692
426,0,0,0,0,0,1,0,0,30
427,0.149587302,0,0,0,0.0992,0.7488,0,1.984,24.048
428,0,0,0.0032,0,0.2224,0.7744,0,0.16,29.52
429,0,0,0,0,0.1808,0.8192,0,0,30
430,0,0,0,0,0.103076923,0.896923077,0,0,30
431,0,0,0.0032,0,0.3904,0.6064,0,0,30
432,0,0,0,0,0.232,0.768,0,0,30
433,0,0,0,0,0.1712,0.8288,0,0,30
434,0,0,0,0,0.827692308,0.172307692,0,0,30
435,0,0,0,0,0.944,0.056,0,0,30
436,0.019348837,0,0,0,0.4896,0.136,0,0.32,29.04
437,0.05347483,0,0,0,0.032,0.0432,0,0.544,28.368
438,0.689816502,0,0,0,0.0128,0.024,0,6.944,9.168
439,0.753846154,0,0,0,0,0.063076923,0,7.538461538,7.384615385
440,0.623525041,0,0,0,0.0064,0.032,0,6.256,11.232
441,0.513101193,0,0,0,0.0192,0.0512,0,5.184,14.448
442,0.520218579,0,0,0,0.0768,0.0832,0,5.44,13.68
443,0.380006478,0,0,0,0.1312,0.144,0,4.144,17.568
444,0,0,0.004615385,0,0.786153847,0.209230769,0,0.171384615,29.26153846
445,0.392443373,0,0,0,0.4928,0.0896,0,2.87904,11.28
446,0,0,0.0064,0,0.8272,0.1664,0,1.05984,23.088
447,0.066488889,0,0.0096,0,0.5376,0.376,0,1.4368,21.024
448,0,0,0.0048,0,0.4976,0.4976,0,0.83552,24.72
449,0,0,0.007692308,0,0.404615384,0.587692308,0,0.059076923,29.72307692
450,0,0,0.008,0,0.4128,0.5792,0,0,30
451,0,0,0,0,0.4496,0.5504,0,0,30
452,0,0,0.0016,0,0.0512,0.9408,0,0,30
453,0,0,0,0,0,0.78,0,0,30
454,0,0,0,0,0.1152,0.528,0,0,30
455,0,0,0,0,0.3424,0.3104,0.0048,0,30
456,0,0,0,0,0.1152,0.1776,0.0064,0,30
457,0,0,0,0,0.1152,0.0624,0.0064,0,30
458,0,0,0,0,0.24,0.130769231,0,0,30
459,0,0,0,0,0.4512,0.232,0.0096,0,30
460,0,0,0,0,0.7872,0.1744,0.0176,0,30
461,0,0,0.0032,0,0.8272,0.1264,0.0432,0,30
462,0,0,0.0128,0,0.6768,0.2368,0.0736,0,30
463,0,0,0.026153846,0,0.644615384,0.192307692,0.136923077,0,30
464,0.175773779,0,0.0064,0,0.5056,0.0992,0.0192,2.96,21.12
465,0,0,0,0,0.9824,0.0112,0.0064,0.24,29.28
466,0,0,0,0,0.7696,0.2128,0.0176,0,30
467,0,0,0,0,0.0064,0.0496,0,0,30
468,0.080084107,0,0,0,0.138461538,0.255384615,0,0.892307692,27.32307692
469,0.474822265,0,0,0,0.2656,0.032,0.0016,4.6112,13.056
470,0.314086957,0,0,0,0.5632,0.0896,0.0032,2.62752,12.864
471,0.083189644,0,0,0,0.8032,0.0928,0.0112,2.03872,16.704
472,0,0,0,0,0.7632,0.2272,0.0096,1.59712,19.584
473,0.392870545,0,0,0,0.304615384,0.278461538,0.001538462,2.469846154,13.89230769
474,0.148465505,0,0,0,0.6016,0.2112,0.0288,1.97984,17.088
475,0.171601303,0,0,0,0.4608,0.2752,0.0032,1.48672,20.304
476,0.347633171,0,0,0,0.5792,0.0544,0,2.86304,11.328
477,0.34,0,0,0,0.587692308,0.052307692,0.02,2.915692308,10.98461538
478,0.121345566,0,0,0,0.7904,0.0784,0.0032,2.2816,15.12
479,0.616598319,0,0,0,0.2848,0.0944,0.0016,3.48864,7.248
480,0.464524711,0,0,0,0.4544,0.08,0,3.17952,9.264
481,0.4688,0,0,0,0.4064,0.1136,0.0112,3.0912,9.84
482,0,0,0,0,0.781538461,0.210769231,0.007692308,1.698461538,18.92307692
483,0.1124,0,0,0,0.6912,0.1888,0.0048,2.06816,16.512
484,0.017211765,0,0,0,0.8352,0.1328,0.0144,1.95776,17.232
485,0.204474005,0,0,0,0.48,0.0752,0.0016,1.44992,20.544
486,0.213942857,0,0,0,0.4864,0.256,0.008,1.94304,17.328
487,0.57667203,0,0,0,0.307692308,0.096923077,0.013846154,3.354461538,8.123076923
488,0.050214022,0,0,0,0.6656,0.2304,0.0032,0.9936,23.52
489,0.18671345,0,0,0,0.6784,0.0928,0.0208,2.25952,15.264
490,0.390059574,0,0,0,0.3744,0.1184,0.0176,2.48032,13.824
491,0.403547344,0,0,0,0.3136,0.136,0.0144,2.39936,14.352
492,0.057378336,0,0,0,0.772307692,0.136923077,0.024615385,1.804615385,18.23076923
493,0.065794393,0,0,0,0.544,0.376,0.0096,1.472,20.4
494,0.299706215,0,0,0,0.5248,0.1472,0.024,2.56864,13.248
495,0.461598118,0,0,0,0.3936,0.1024,0.0208,2.98816,10.512
496,0.216636604,0,0,0,0.203076924,0.22,0.009230769,1.174769231,22.33846154
497,0.276279675,0,0,0,0.1664,0.3264,0,1.47936,20.352
498,0.491147541,0,0,0,0.144,0.3392,0.0032,3.76832,13.2
499,0.305694118,0,0,0,0.1344,0.5424,0.0096,3.712,18.864
500,0.237575758,0,0,0,0.0736,0.6464,0,2.688,21.936
501,0.365742283,0,0,0,0.203076924,0.415384615,0,2.213230769,16.10769231
502,0.604745143,0,0,0,0.1824,0.064,0.0048,3.12064,9.648
503,0.352686305,0,0,0,0.5312,0.0976,0.0176,2.84096,11.472
504,0.04931223,0,0,0,0.4864,0.2912,0.0208,0.50048,26.736
505,0.476536709,0,0,0,0.1728,0.2816,0,5.52,13.44
506,0.720592593,0,0,0,0.0896,0.0912,0,7.6,7.2
507,0.024973861,0,0,0,0.483076924,0.283076923,0,0.507692308,28.47692308
508,0.462940193,0,0,0,0.048,0.4784,0,4.864,15.408
509,0.349394595,0,0,0,0.1696,0.4416,0,4.256,17.232
510,0,0,0,0,0.48,0.5136,0,0,30
511,0,0,0,0,0.1856,0.3008,0,0,30
512,0,0,0.286153846,0,0.292307692,0.421538462,0,0.861538462,27.41538462
513,0.445142857,0,0,0,0.336,0.2048,0,6.08,11.76
514,0.206380567,0,0,0,0.224,0.4928,0,2.88,21.36
515,0,0,0,0,0.2592,0.2304,0,0,30
516,0.092307692,0,0,0,0.104615384,0.686153846,0,1.153846154,26.53846154
517,0.293666488,0,0,0,0.2112,0.2976,0,3.568,19.296
518,0.306555705,0,0,0,0.3072,0.1312,0,3.904,18.288
519,0.245451466,0,0,0,0.3328,0.3424,0,3.712,18.864
520,0.172394366,0,0.0016,0,0.32,0.2704,0,2.4,22.8
521,0,0,0.001538462,0,0.476923076,0.258461538,0,0,30
522,0,0,0.0064,0,0.5248,0.4688,0,0.016,29.952
523,0.0052,0,0,0,0.2688,0.712,0,0.416,28.752
524,0.016,0,0,0,0,0.9776,0,0.16,29.52
525,0,0,0,0,0.0128,0.9872,0,0.032,29.904
526,0,0,0,0,0,1,0,0,30
527,0,0,0,0,0,1,0,0,30
528,0.003158974,0,0,0,0.2048,0.7728,0,0.176,29.472
529,0.219885714,0,0,0,0.112,0.4736,0,2.496,22.512
530,0.035890196,0,0.0016,0,0.3488,0.5792,0,1.248,26.256
531,0,0,0.003076923,0,0.312307692,0.684615385,0,0,30
532,0,0,0,0,0.2544,0.7456,0,0,30
533,0,0,0,0,0.1648,0.8352,0,0,30
534,0,0,0,0,0.1376,0.8624,0,0,30
535,0,0,0,0,0.64,0.36,0,0,30
536,0,0,0.0016,0,0.7088,0.2896,0,0,30
537,0.015243091,0,0,0,0.2816,0.176,0,0.192,29.424
538,0.086102819,0,0,0,0.0416,0.0144,0,0.88,27.36
539,0.848092203,0,0,0,0.0416,0.0352,0,8.672,3.984
540,0.941538462,0,0,0,0,0.013846154,0,9.415384615,1.753846154
541,0.9552,0,0,0,0,0.0144,0,9.552,1.344
542,0.594910843,0,0,0,0.0384,0.184,0,6.096,11.712
543,0.80028,0,0,0,0.048,0.016,0,8.208,5.376
544,0.8096,0,0,0,0,0.1152,0,8.096,5.712
545,0.04878852,0,0,0,0.483076924,0.255384615,0,0.597846154,27.18461538
546,0.388348235,0,0,0,0.4032,0.1184,0,2.5392,13.44
547,0.159593708,0,0,0,0.2304,0.1728,0,0.87584,24.288
548,0.192072149,0,0,0,0.3392,0.2272,0,1.22912,21.984
549,0.307713666,0,0,0,0.1856,0.1696,0,1.6192,19.44
550,0.479520958,0,0,0,0.221538462,0.118461538,0,2.576,13.2
551,0.240144578,0,0,0,0.5344,0.2016,0,2.22272,15.504
552,0.045669686,0,0.0064,0,0.816,0.1264,0,1.90144,17.712
553,0,0,0,0,0.8208,0.1792,0,1.22912,21.984
554,0,0,0.007692308,0,0.54,0.446153846,0.006153846,0.474153846,26.90769231
555,0,0,0.0048,0,0.5536,0.44,0.0016,0.43424,27.168
556,0,0,0.0016,0,0.3088,0.6528,0.0368,0.02208,29.856
557,0,0,0.0016,0,0.528,0.3568,0.1136,0,30
558,0,0,0,0,0.4512,0.4896,0.0592,0,30
559,0,0,0,0,0.036923076,0.089230769,0,0,30
560,0,0,0,0,0.8864,0.0992,0.0032,0,30
561,0.002047113,0,0,0,0.4992,0.0576,0,0.032,29.904
562,0,0,0,0,0.0832,0.0128,0,0,30
563,0,0,0,0,0.0512,0.0512,0,0,30
564,0.001382583,0,0,0,0.141538462,0.230769231,0,0.015384615,29.95384615
565,0.001436981,0,0,0,0.7936,0.1696,0.0096,0.224,29.328
566,0,0,0,0,0.752,0.2432,0.0048,0.08,29.76
567,0,0,0,0,0.528,0.472,0,0,30
568,0.018731707,0,0,0,0.0288,0.3952,0,0.192,29.424
569,0,0,0,0,0.003076924,0.012307692,0,0,30
570,0.03987055,0,0,0,0.0064,0.0064,0.0016,0.4,28.8
571,0.32836036,0,0,0,0.3328,0.0976,0.0256,2.18848,17.136
572,0.220770642,0,0,0,0.5952,0.1488,0.0304,2.3552,14.64
573,0.074424742,0,0,0,0.7776,0.1312,0.0144,2.07552,16.464
574,0.463422644,0,0,0,0.375384616,0.121538462,0.006153846,2.936923077,10.84615385
575,0.38284492,0,0,0,0.2848,0.2576,0.0016,2.31104,14.928
576,0.253668449,0,0,0,0.2528,0.2752,0,1.47936,20.352
577,0.479313305,0,0,0,0.3744,0.0672,0,2.944,10.8
578,0.478811343,0,0,0,0.427692308,0.083076923,0.006153846,3.177538462,9.276923077
579,0.046712644,0,0,0,0.7392,0.16,0.0528,1.86944,17.808
580,0.236022099,0,0,0,0.6784,0.0752,0.0064,2.62016,12.912
581,0.263972881,0,0,0,0.5376,0.1392,0.0256,2.31104,14.928
582,0.220174504,0,0,0,0.688,0.0784,0.0128,2.59072,13.104
583,0.585366586,0,0,0,0.39076923,0.010769231,0.006153846,3.580923077,6.646153846
584,0.45756,0,0,0,0.288,0.1968,0.0192,2.71584,12.288
585,0.111901754,0,0,0,0.3008,0.4784,0.0064,0.87584,24.288
586,0.077090909,0,0,0,0.5376,0.232,0.0064,0.78016,24.912
587,0.560305828,0,0,0,0.2336,0.1872,0.0096,3.10592,9.744
588,0.401025641,0,0,0,0.344615384,0.232307692,0.004615385,2.604307692,13.01538462
589,0.125351724,0,0,0,0.4992,0.1744,0.0192,1.04512,23.184
590,0.368707928,0,0,0,0.4864,0.1184,0.0128,2.77472,11.904
591,0.174735943,0,0,0,0.5408,0.1776,0.1024,2.01664,16.848
592,0.2544,0,0,0,0.5184,0.192,0.0352,2.39712,14.592
593,0,0,0,0,0.850769231,0.135384615,0.013846154,1.740923077,18.64615385
594,0.217326496,0,0,0,0.6848,0.0896,0.0064,2.56128,13.296
595,0.347809901,0,0,0,0.3136,0.1968,0,2.11232,16.224
596,0.046757447,0,0,0,0.5088,0.2928,0.0016,0.49312,26.784
597,0.325194806,0,0,0,0.384615384,0.213846154,0.001538462,2.215076923,15.55384615
598,0.187943226,0,0,0,0.6112,0.1536,0.0448,2.25216,15.312
599,0.020093023,0,0,0,0.64,0.3056,0.0304,1.368,21.36
600,0,0,0,0,0.2352,0.7488,0.016,0.24,29.28
601,0.108233628,0,0,0,0.0704,0.784,0,0.85152,25.968
602,0.05392573,0,0,0,0.596923076,0.287692308,0.056923077,2.270461538,20.12307692
603,0.479637736,0,0,0,0.2976,0.1728,0,2.82624,11.568
604,0.266443059,0,0,0,0.5664,0.1216,0.0304,2.45824,13.968
605,0.06819802,0,0,0,0.6336,0.192,0.0064,0.90528,24.096
606,0.451221918,0,0,0,0.2592,0.1696,0,5.536,13.392
607,0.049459067,0,0,0,0.496,0.4432,0,2.512,22.464
608,0.001185898,0,0,0,0.236923076,0.364615385,0,0.015384615,29.95384615
609,0.034954704,0,0,0,0.0064,0.5376,0,0.352,28.944
610,0.111864407,0,0,0,0.0256,0.7984,0,1.2,26.4
611,0,0,0,0,0.1376,0.6672,0,0,30
612,0,0,0.0128,0,0.656,0.1424,0,0,30
613,0,0,0.412307692,0,0.146153847,0.441538462,0,0.046153846,29.86153846
614,0.810709725,0,0,0,0.0672,0.0944,0,8.432,4.704
615,0.4784,0,0,0,0,0.5136,0,4.784,15.648
616,0.063650299,0,0,0,0.08,0.4256,0,0.688,27.936
617,0.013037543,0,0,0,0.313846154,0.392307692,0,0.2,29.4
618,0.186987072,0,0,0,0.2368,0.04,0,2.176,23.472
619,0.104388923,0,0,0,0.3104,0.3248,0,1.488,25.536
620,0.320244068,0,0,0,0.3616,0.2528,0,4.704,15.888
621,0.23611976,0,0,0,0.0256,0.72,0,2.48,22.56
622,0,0,0,0,0.07076923,0.855384615,0,0,30
623,0,0,0,0,0.4544,0.3296,0,0,30
624,0,0,0.0048,0,0.7024,0.2928,0,0,30
625,0,0,0,0,0.1552,0.8448,0,0.112,29.664
626,0,0,0,0,0,1,0,0,30
627,0,0,0,0,0.010769231,0.989230769,0,0,30
628,0.009212903,0,0,0,0.4672,0.3696,0,0.224,29.328
629,0.617858385,0,0,0,0.0384,0.208,0,6.336,10.992
630,0.045769697,0,0,0,0.2336,0.672,0,1.024,26.928
631,0.06379085,0,0,0,0.2944,0.608,0,1.6,25.2
632,0,0,0,0,0.378461539,0.621538462,0,0.015384615,29.95384615
633,0,0,0.0016,0,0.216,0.7824,0,0,30
634,0,0,0.0016,0,0.1168,0.8816,0,0,30
635,0,0,0,0,0.664,0.336,0,1.616,25.152
636,0.320738998,0,0,0,0.403076924,0.093846154,0,4.492307692,16.52307692
637,0.014170478,0,0,0,0.176,0.1424,0,0.16,29.52
638,0.005257702,0,0,0,0.592,0.0496,0,0.096,29.712
639,0.019440602,0,0,0,0.6304,0.0464,0,0.384,28.848
640,0.368,0,0,0,0,0.0416,0,3.68,18.96
641,0.48847278,0,0,0,0.101538462,0.212307692,0,5.246153846,14.26153846
642,0.66888951,0,0,0,0.0128,0.0784,0,6.736,9.792
643,0.356346374,0,0,0,0.0992,0.2224,0,3.824,18.528
644,0.926547126,0,0,0,0.0064,0.0224,0,9.296,2.112
645,0.65664,0,0,0,0.0896,0.0592,0,6.912,9.264
646,0.038233618,0,0,0,0.64,0.14,0,0.498153846,27.18461538
647,0.33529927,0,0,0,0.3648,0.16,0,2.1344,16.08
648,0.299038462,0,0,0,0.5312,0.0688,0,2.28896,15.072
649,0.243182022,0,0,0,0.6208,0.12,0,2.45824,13.968
650,0.267785548,0,0,0,0.224,0.2016,0,1.472,20.4
651,0.376121113,0,0,0,0.39076923,0.081538462,0,2.370769231,14.53846154
652,0.318083757,0,0,0,0.24,0.0624,0,1.71488,18.816
653,0.099558095,0,0,0,0.1984,0.2288,0,0.53728,26.496
654,0.440330689,0,0,0,0.1632,0.1472,0.0048,2.26688,15.216
655,0.33970894,0,0,0,0.196923076,0.203076923,0.015384615,1.825846154,18.09230769
656,0.300352688,0,0,0,0.5408,0.1344,0,2.53184,13.488
657,0.284412903,0,0,0,0.5056,0.152,0,2.27424,15.168
658,0.1664,0,0,0,0.7744,0.0304,0.0016,2.29632,15.024
659,0,0,0,0,0.8544,0.1456,0,1.05984,23.088
660,0.010477771,0,0,0,0.40923077,0.149230769,0.004615385,0.070769231,29.53846154
661,0.130705363,0,0,0,0.7488,0.096,0.0224,2.3136,15.024
662,0.570893617,0,0,0,0.256,0.1152,0.0048,3.24256,9.36
663,0.179177143,0,0,0,0.2528,0.4256,0,1.31232,22.512
664,0,0,0.0032,0,0.5264,0.4704,0,0,30
665,0.000604396,0,0,0,0.523076924,0.307692308,0,0.015384615,29.95384615
666,0.004962462,0,0,0,0.9056,0.0272,0,0.384,28.848
667,0.023371852,0,0,0,0.6432,0.0304,0,0.464,28.608
668,0.054247619,0,0,0,0.256,0.032,0,0.64,28.08
669,0.105913101,0,0,0,0.0512,0.0096,0,1.088,26.736
670,0,0,0,0,0.015384616,0,0,0,30
671,0.006379454,0,0,0,0.0064,0,0,0.064,29.808
672,0.06207205,0,0,0,0.4352,0.008,0.0016,0.864,27.408
673,0.006913433,0,0,0,0.6688,0.0112,0.0112,0.144,29.568
674,0.008802015,0,0,0,0.688,0.0064,0.0144,0.192,29.424
675,0,0,0,0,0.956923077,0.035384615,0.007692308,0.084,29.72307692
676,0,0,0,0,0.9136,0.0864,0,0.05888,29.616
677,0.004758974,0,0,0,0.688,0.216,0.0032,0.10304,29.328
678,0.031601932,0,0,0,0.6176,0.0272,0.0016,0.27232,28.224
679,0.015572691,0,0,0,0.621538462,0.049230769,0.010769231,0.141538462,29.07692308
680,0.015441962,0,0,0,0.6816,0.072,0,0.16928,28.896
681,0.042260241,0,0,0,0.304,0.3088,0.008,0.27232,28.224
682,0.03181323,0,0,0,0.3552,0.4096,0.0016,0.2576,28.32
683,0.008933878,0,0,0,0.2368,0.4672,0.0224,0.05888,29.616
684,0.18107847,0,0,0,0.156923076,0.307692308,0.001538462,0.955384615,23.76923077
685,0.102943396,0,0,0,0.3136,0.3168,0.0176,0.68448,25.536
686,0.074781538,0,0,0,0.2048,0.4752,0.0064,0.45632,27.024
687,0.01500885,0,0,0,0.576,0.1568,0.0128,0.1472,29.04
688,0.130577181,0,0,0,0.4672,0.2752,0.0144,1.1776,22.32
689,0.329463248,0,0,0,0.40923077,0.103076923,0,2.151384615,15.96923077
690,0.128588957,0,0,0,0.2048,0.3712,0.0048,0.736,25.2
691,0.295963218,0,0,0,0.3392,0.2656,0.008,1.95776,17.232
692,0.198243648,0,0,0,0.4896,0.2288,0.0352,1.81792,18.144
693,0.03321791,0,0.0016,0,0.3456,0.5504,0.0608,0.79616,24.864
694,0.173707264,0,0,0,0.44923077,0.304615385,0.027692308,1.620615385,19.43076923
695,0.043828571,0,0,0,0.6176,0.264,0.024,0.86112,24.384
696,0.053104762,0,0,0,0.192,0.3968,0.0032,0.30176,28.032
697,0.625084189,0,0,0,0.2144,0.112,0.0016,3.33408,8.256
698,0.64530397,0,0,0,0.227692308,0.121538462,0.001538462,3.488923077,7.246153846
699,0.287754875,0,0,0,0.5568,0.1424,0.0048,2.56864,13.248
700,0.406982564,0,0,0,0.4256,0.1632,0,2.8496,11.472
701,0,0,0,0,0.1552,0.8384,0.0064,0.26656,28.656
702,0.237953208,0,0,0,0.3648,0.3936,0,1.92096,17.472
703,0.154725274,0,0,0,0.56,0.250769231,0.016923077,2.674153846,17.81538462
704,0.295396226,0,0,0,0.4096,0.2608,0.0256,2.27424,15.168
705,0.503542308,0,0,0,0.3168,0.1584,0.0176,3.03968,10.176
706,0.252076294,0,0,0,0.3904,0.2128,0.0048,1.73696,18.672
707,0,0,0,0,0.6,0.4,0,0,30
708,0,0,0,0,0.373846154,0.626153846,0,0,30
709,0.003985026,0,0,0,0.073964498,0.600591716,0,0.044378698,29.86686391
710,0.081210592,0,0,0,0.043076924,0.603076923,0,0.861538462,27.41538462
711,0.065274725,0,0,0,0.12923077,0.633846154,0,0.830769231,27.50769231
712,0,0,0,0,0.20923077,0.527692308,0,0,30
713,0,0,0.064615385,0,0.326153846,0.312307692,0,0,30
714,0,0,0.341715976,0,0.25295858,0.405325444,0,0.48816568,28.53550296
715,0.520286024,0,0,0,0.033846154,0.436923077,0,5.369230769,13.89230769
716,0.419326129,0,0,0,0.07076923,0.406153846,0,4.476923077,16.56923077
717,0.459140996,0,0,0,0.307692308,0.173846154,0,5.953846154,12.13846154
718,0.016838546,0,0,0,0.298816568,0.332840237,0,0.236686391,29.28994083
719,0.120716112,0,0,0,0.295384616,0.250769231,0,1.6,25.2
720,0.132692308,0,0,0,0.132307692,0.336923077,0,1.492307692,25.52307692
721,0.397915632,0,0,0,0.132307692,0.218461538,0,4.384615385,16.84615385
722,0.35785196,0,0,0,0.23076923,0.150769231,0,4.246153846,17.26153846
723,0.001635921,0,0,0,0.224852072,0.636094675,0,0.029585799,29.9112426
724,0,0,0.001538462,0,0.353846154,0.184615385,0,0,30
725,0,0,0.007692308,0,0.701538461,0.290769231,0,0,30
726,0,0,0.001538462,0,0.516923077,0.481538462,0,0.153846154,29.53846154
727,0,0,0,0,0.187692308,0.812307692,0,0.507692308,28.47692308
728,0.010220548,0,0,0,0.150887574,0.680473373,0,0.147928994,29.55621302
729,0.113977851,0,0,0,0.058461538,0.575384615,0,1.230769231,26.30769231
730,0.205995242,0,0,0,0.307692308,0.398461538,0,3.138461538,20.58461538
731,0.170178208,0,0,0,0.483076924,0.233846154,0,3.153846154,20.53846154
732,0.237783977,0,0,0,0.221538462,0.295384615,0,2.923076923,21.23076923
733,0,0,0.00443787,0,0.183431952,0.812130178,0,0.147928994,29.55621302
734,0,0,0.003076923,0,0.269230769,0.727692308,0,0,30
735,0,0,0.010769231,0,0.455384615,0.533846154,0,0.030769231,29.90769231
736,0.160952104,0,0,0,0.16,0.104615385,0,1.784615385,24.64615385
737,0.89157675,0,0,0,0.026627218,0.00591716,0,9.038461538,2.884615385
738,0.195509199,0,0,0,0.15076923,0.107692308,0,2.153846154,23.53846154
739,0.054195426,0,0,0,0.32,0.270769231,0,0.753846154,27.73846154
740,0.000304961,0,0,0,0.833846154,0.063076923,0,0.015384615,29.95384615
741,0,0,0,0,0.12,0.015384615,0,0,30
742,0.001286171,0,0,0,0.147928994,0.359467456,0,0.014792899,29.9556213
743,0.02783533,0,0,0,0.058461538,0.358461538,0,0.292307692,29.12307692
744,0.073191608,0,0,0,0.04923077,0.129230769,0,0.753846154,27.73846154
745,0.209325701,0,0,0,0.126153846,0.089230769,0,2.261538462,23.21538462
746,0.221950243,0,0,0,0.104615384,0.12,0,2.369230769,22.89230769
747,0.0364451,0,0,0,0.721893492,0.125739645,0,0.564792899,26.31656805
748,0.139194139,0,0,0,0.575384616,0.163076923,0,1.344615385,21.23076923
749,0.425201967,0,0,0,0.298461538,0.176923077,0,2.512307692,13.61538462
750,0.40679045,0,0,0,0.507692308,0.076923077,0,3.014769231,10.33846154
751,0.167433199,0,0,0,0.52,0.155384615,0,1.387076923,20.95384615
752,0.101847166,0,0,0,0.692307692,0.204142012,0,2.034615385,16.73076923
753,0.429718875,0,0,0,0.215384616,0.126153846,0,2.3,15
754,0.266124402,0,0,0,0.566153846,0.072307692,0.001538462,2.186769231,15.73846154
755,0.526435898,0,0,0,0.27076923,0.123076923,0.003076923,2.965230769,10.66153846
756,0.430506867,0,0,0,0.23372781,0.099112426,0,2.327218935,14.82248521
757,0.158582797,0,0,0,0.295384616,0.227692308,0,0.955384615,23.76923077
758,0.328362283,0,0,0,0.292307692,0.090769231,0,1.868307692,17.81538462
759,0.274535809,0,0,0,0.221538462,0.086153846,0,1.464923077,20.44615385
760,0.062866938,0,0,0,0.603076924,0.133846154,0.012307692,0.636923077,25.84615385
761,0.212335939,0,0,0,0.147928994,0.207100592,0,1.088757396,22.89940828
762,0.391608392,0,0,0,0.156923076,0.227692308,0,2.031076923,16.75384615
763,0.036145004,0,0,0,0.086153846,0.689230769,0,0.339384615,28.70769231
764,0,0,0.003076923,0,0.266153846,0.723076923,0.007692308,0.092307692,29.72307692
765,0,0,0,0,0.34,0.649230769,0.010769231,0,30
766,0.000134481,0,0,0,0.159763314,0.838757396,0,0.073964497,29.77810651
767,0,0,0,0,0.436923077,0.555384615,0.007692308,0,30
768,0,0,0.007692308,0,0.8,0.143076923,0.049230769,0.030769231,29.90769231
769,0,0,0,0,0.850769231,0.129230769,0.02,0.246153846,29.26153846
770,0,0,0,0,0.993846155,0.006153846,0,0.215384615,29.35384615
